Tweets,Domain,Label
 فى مصر الكوره بالنسبه ليا روح عاليه جدا ولعيبة بدنيا جاهزين جدا لما تلبس الاتنين دول بقى تيشرت يبقى انت تفرق عن اى فريق تاني بمسافات كبيره جدا والله انا الموهبه والترقيص يكفى لاعب واحد أو اتنين ع الاكثر ,Sports,Non-bullying
 بلاش تقييم سريع لاي لاعب خاصة من الصغيرين بالله عليكم لان احنا يا نرفع لاعب السما يا ننزله سابع ارض وبين الاتنين ممكن تضيع مواهب كتير جدا والله المطلوب بس اننا نطالب الموهوب بالتركيز والاستمرار والروح ,Sports,Non-bullying
" ما فعله الصغار يعجز عنه الكبار روح الفانله الحمرا في دمهم مش زي بتوع الملايين ،، قرار كان متاخر بتدعيم الفرقه بشباب ،،، ",Sports,Non-bullying
 مين قال مطرود يا اغبياء مع نهاية الموسم طالب عمر خربين بالرحيل من نادي الوحدة انتم تكذبون الكذبة و تصدقونها هل انتم تواسون انفسكم بسبب رحيله ؟ هداف نادي الوحدة وصانع الفرحة لجماهيره ,Sports,bullying
 كل عام وانت الحارس الذهبي لمنتخب الوطن والهلال ثقتنا كبيره فيك في و و ,Sports,Non-bullying
" نعم بلا دفع رباعي وخماسي وسداسي ، وش صار عليها لولا رحمة الأهلي المصري لرجع فريقين بدرزن اهداف او نصف درزن كأقل تقدير ",Sports,Non-bullying
 عقول العصافير ٢٢ عام ومازالوا لا يعترفون بالترشيح ٢٤ عام لم يحققوا سوى ٣ دوري ٢٤ عام لم يحققوا اي بطولة خارجية ٦٦ عام و ينكرون مؤسسهم ٦٦ عام لم يحقق جميع ما سبق غير مهم المصيبة يطلقون على انفسهم كبير آسيا او كبير الرياض او فارس نجد وشلوووووون ,Sports,bullying
 السويلم من يوم يومه وهو رجل حكيم ,Sports,Non-bullying
 خلك مؤدب وأعلم أن دعسكم في القارية وفي المحلية حلمك يانصراوي ,Sports,Non-bullying
 دعس شرفكم في كل البطولات اسيا كاس الملك الدوري ترى كل هذا في شهور نصف موسم فقط حلم كل نصراوي حلم كل نصراوي تعرف معنى دعستك في القارية وفي المحلية ,Sports,bullying
 اللهم لم الحمد والشكر ما يصح إلا الصحيح هي الافضل والانسب ,Sports,Non-bullying
 ردد ياحفاظة حلم كل نصراوي ,Sports,bullying
 فريق وضيع طوال تاريخه لم يحقق ,Sports,bullying
 ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هٰذا حلم قاعد يحلمه كل نصراوي ان يحصل على بطولة بس مهو قادر يجيبه ابد ولن يجيبه ابد ,Sports,Non-bullying
 يعني داعسك في اسيا وكاس الملك والدوري ولك وجهه وش الي بيبرد عليكم في ٣ بطولات شاخلينكم ,Sports,bullying
 اتمنى تكون البطولة هلالية واذا لم تكن لنادي اتمنى يحققها الشباب من أجل خالد البلطان الذي اجتهد وقدم عمل كبير لنادي وافضل مكأفة له تحقيق بطولة كبيرة اما الدوري او ,Sports,Non-bullying
 هو يكشف للناس كذب وتدليس هذا النادي يعني حتى الي ماحققتوه بتاريخكم تكذبون على الناس يأنكم حققتوه نادي النصر قذر وقائم على الكذب والتدلسس ,Sports,bullying
 النصر ألفارو غونزاليس نادي حقق دوري أبطال آسيا ونريد تحقيق هذا اللقب مرة أخرى ههههههههههههههههههههههههههههههههههههه شكلهم لاعبين عليه قايلينله عندنا من انتم ياكبرها عند الله ,Sports,Non-bullying
 العذر الطبي تفحط من اسس البربري على حسب كلام الشيخ السماري ناديك وانت خرقه رايحين بها وجايبنها ,Sports,bullying
 يالحفاظة داعسك في اسيا وكاس الملك والدوري في شهر وبين جمهورك حلم كل نصراوي ,Sports,bullying
 عليه أن لا يحصر تفكيره في الدوري فالمنافسين جاهزين وقادرين على المضي قدما نحو الدوري فالهدف الرئيسي له يجب أن يكون فهناك المنافسين سهلين وهو قادر على التتويج بالبطولة ان شا الله ,Sports,Non-bullying
 قدرك الحفاظة مع ناديك الفاسد الوضيع ياصفر ,Sports,bullying
 يالحفايظ دعسناكم في اسيا وكاس الملك والدوري في شهر وبين جمهوركم حلم كل نصراوي ,Sports,bullying
 تفهم اكثر منه بمراحل اعلام ابو ريالين يضحك عليهم للأسف امثالة كثيرين يسمعون فيه ولا يعرفونه في تاريخهم ,Sports,bullying
 الله يهديكم جميعاً ترى كورة يعني شوفوني أشجع الي حقق هاتريك دوري و ولا أقول مثل هذا الكلام لأي شخص مهما كان إنتمائه ,Sports,Non-bullying
 ليه تزعل من الحقيقة أنا ماغلطت عليك أبد بس قلت انا دعستك في اسيا وكاس الملك والدوري بين جمهورك حلم كل نصراوي ,Sports,Non-bullying
 وش قاعد تقول أنت هذا الكلام موجهه لي أنا والا كيف بس قلت صاحوا ,Sports,Non-bullying
 تعوذ من أبليس ترى الأهم في عالم كورة القدم تحقيق البطولات وخاصة ,Sports,Non-bullying
 خله يضحك أنت محقق الدوري هاتريك ومحقق فلا يهمك مثل هذه الترهات والله لا تغني ولا تسمن من جوع ,Sports,Non-bullying
 أنا أنا دعستك يالحفاظة ومعك تاليسكا في اسيا وكاس الملك والدوري في شهر وبين جمهورك حلمك يالحفاظة ,Sports,bullying
 بلكني قوله ليه ؟؟؟ ياخي ليه يزعلون من ,Sports,Non-bullying
 عشان ايش اخذ مهدئات وأنا داعسك في اسيا وكاس الملك والدوري في شهر وبين جمهورك حلم نصراوي ,Sports,Non-bullying
 خل روحك رياضية لأنه طول تاريخه لم يحقق ,Sports,Non-bullying
 نصراوي حفاظة ماعندك شيء عشان تجادل ,Sports,bullying
 وش دخل المقطع بكلام الكاموخ العبره بالنتائج يا مبارك شف لاعبين ناديك وشف لاعبين وماذا حققوا من إنجازات وبطولات علشان تعرف إنك وإعلامك مضيعين الجادة ,Sports,bullying
 دعستك في مدبوغ بارك ورفستك من وحرمتك من حلم طول تاريخك تحلم فيه واخرتها رزينا علمنا وسطه تكم ,Sports,bullying
 تاريخه يسوود الوجه لم يحقق رغم منذ ان تأسس النادي وجالس ينتقص من فريق حققها اربعة مراااات ,Sports,Non-bullying
 دعسكم في اسيا وكاس الملك والدوري في شهر وبين جمهورك حرمك الي ماعمرك حققته طوااال تاريخك الصفري ,Sports,bullying
 داعسك في كل البطولات العربية والاسيوية ودعستك بين جمهورك في اسيا وكاس الملك والدوري في شهر واحد شخلتك شخل وحرمتك حلمك ,Sports,bullying
 ياغبي هذا مو كلام هذا حقيقة تقدر تنكرها اني داعسك يالنصراوي في ٣ بطولات في اسيا وكاس الملك والدوري في شهر وبين جمهورك حلمك يانصراوي أنت لم تحقق طواااال تاريخك لازلت تفحط ,Sports,bullying
